"state","pincode","year","quarter","rank","count","amount"
"west-bengal","721301","2024","4",NULL,"1131","1510819"
"karnataka","560076","2021","4",NULL,"1308","1508537"
"uttar-pradesh","201102","2022","4",NULL,"1291","1508410"
"haryana","122002","2023","2",NULL,"1094","1508096"
"tamil-nadu","600100","2022","4",NULL,"1347","1507842"
"madhya-pradesh","452016","2024","1",NULL,"762","1507073"
"haryana","122002","2024","2",NULL,"1141","1498756"
"telangana","500032","2022","4",NULL,"1127","1498306"
"uttar-pradesh","244001","2023","3",NULL,"1108","1496460"
"haryana","122004","2024","4",NULL,"1035","1492730"
"delhi","110043","2022","4",NULL,"1132","1492359"
"chhattisgarh","492001","2023","4",NULL,"958","1489874"
"madhya-pradesh","452016","2023","4",NULL,"776","1486383"
"telangana","500050","2023","3",NULL,"1074","1484906"
"karnataka","560043","2021","4",NULL,"1285","1483440"
"delhi","110086","2023","3",NULL,"1349","1482945"
"maharashtra","412105","2022","4",NULL,"1002","1479528"
"maharashtra","411028","2023","2",NULL,"885","1479108"
"delhi","110006","2024","2",NULL,"1115","1473676"
"karnataka","560078","2021","4",NULL,"1372","1472700"
"uttarakhand","248001","2024","3",NULL,"907","1469560"
"haryana","122002","2023","3",NULL,"1296","1465998"
"delhi","110086","2023","2",NULL,"1293","1465307"
"uttar-pradesh","244001","2023","1",NULL,"928","1464138"
"uttar-pradesh","201005","2024","4",NULL,"995","1462290"
"rajasthan","302012","2023","2",NULL,"1057","1461334"
"delhi","110042","2022","4",NULL,"1313","1461062"
"haryana","122001","2022","1",NULL,"1252","1456298"
"haryana","123401","2023","2",NULL,"1089","1455605"
"uttar-pradesh","250001","2022","3",NULL,"1054","1455446"
"maharashtra","410501","2024","3",NULL,"1044","1454573"
"rajasthan","313001","2024","3",NULL,"891","1454036"
"telangana","500018","2023","4",NULL,"1019","1453962"
"uttar-pradesh","201003","2023","1",NULL,"938","1452064"
"bihar","800001","2023","2",NULL,"1237","1451616"
"delhi","110053","2024","2",NULL,"1118","1449669"
"haryana","121003","2023","3",NULL,"1169","1443368"
"uttar-pradesh","201003","2023","4",NULL,"858","1442882"
"uttar-pradesh","201014","2024","1",NULL,"888","1442417"
"uttar-pradesh","201009","2022","3",NULL,"1285","1441047"
"uttar-pradesh","201303","2024","4",NULL,"952","1440632"
"haryana","121001","2024","3",NULL,"1065","1440186"
"gujarat","382330","2024","4",NULL,"850","1439945"
"delhi","110044","2022","4",NULL,"1298","1439637"
"maharashtra","410501","2023","4",NULL,"1221","1436052"
"maharashtra","411033","2022","1",NULL,"1052","1435905"
"haryana","122003","2024","1",NULL,"964","1434346"
"haryana","121001","2024","2",NULL,"1010","1433101"
"telangana","500055","2024","1",NULL,"1013","1431275"
"rajasthan","302029","2024","2",NULL,"803","1428644"
"telangana","500049","2023","1",NULL,"951","1428556"
"tamil-nadu","600100","2023","3",NULL,"1118","1426946"
"telangana","500055","2024","3",NULL,"1015","1426079"
"maharashtra","421302","2023","3",NULL,"1334","1424893"
"maharashtra","421301","2024","2",NULL,"1001","1423247"
"uttar-pradesh","201014","2023","4",NULL,"963","1423228"
"karnataka","560058","2022","2",NULL,"1283","1422895"
"tamil-nadu","600100","2023","1",NULL,"1180","1420018"
"andhra-pradesh","517501","2024","3",NULL,"868","1419641"
"maharashtra","421301","2023","1",NULL,"1261","1419597"
"haryana","121001","2022","4",NULL,"1163","1419330"
"delhi","110044","2023","3",NULL,"1299","1416839"
"haryana","121001","2023","1",NULL,"1100","1416454"
"rajasthan","332001","2024","1",NULL,"670","1416049"
"uttar-pradesh","201304","2023","4",NULL,"869","1415023"
"rajasthan","332001","2024","3",NULL,"866","1414285"
"uttar-pradesh","201301","2022","2",NULL,"1312","1413747"
"maharashtra","412105","2023","1",NULL,"947","1413231"
"jharkhand","831012","2024","4",NULL,"1042","1410497"
"maharashtra","401208","2024","2",NULL,"1084","1408744"
"maharashtra","411014","2022","3",NULL,"1037","1406461"
"delhi","110044","2023","1",NULL,"1166","1401552"
"maharashtra","412105","2023","3",NULL,"939","1400642"
"delhi","110053","2022","4",NULL,"1241","1400625"
"maharashtra","410501","2024","2",NULL,"1129","1394820"
"maharashtra","421302","2022","3",NULL,"1316","1390663"
"telangana","500008","2023","1",NULL,"813","1390332"
"haryana","123401","2022","4",NULL,"940","1389120"
"telangana","500084","2023","2",NULL,"937","1386693"
"rajasthan","302013","2024","3",NULL,"971","1386395"
"gujarat","395010","2024","4",NULL,"1094","1385731"
"rajasthan","302021","2023","4",NULL,"723","1384670"
"delhi","110043","2023","2",NULL,"996","1383351"
"haryana","121001","2023","3",NULL,"1205","1381182"
"haryana","121003","2022","4",NULL,"1207","1379347"
"telangana","500018","2024","2",NULL,"870","1379078"
"uttar-pradesh","247001","2023","2",NULL,"757","1379013"
"maharashtra","421306","2024","4",NULL,"1160","1378193"
"telangana","500084","2022","4",NULL,"922","1371543"
"gujarat","382415","2024","4",NULL,"990","1369467"
"telangana","500018","2022","4",NULL,"1088","1369359"
"bihar","801503","2024","4",NULL,"783","1369198"
"gujarat","394210","2024","4",NULL,"1224","1368815"
"haryana","122001","2022","2",NULL,"1236","1366070"
"haryana","121003","2023","1",NULL,"1137","1364454"
"west-bengal","700135","2024","4",NULL,"759","1361002"
"maharashtra","401208","2024","1",NULL,"1200","1360932"
"rajasthan","302029","2024","1",NULL,"757","1357042"
"andhra-pradesh","517501","2024","4",NULL,"927","1356884"
"maharashtra","412105","2023","2",NULL,"934","1354194"
"telangana","500050","2023","1",NULL,"984","1352634"
"telangana","500050","2023","2",NULL,"995","1350942"
"delhi","110092","2022","3",NULL,"1191","1349328"
"delhi","110043","2023","3",NULL,"1050","1349207"
"haryana","121001","2023","2",NULL,"1079","1348515"
"haryana","122002","2023","1",NULL,"1041","1347681"
"delhi","110041","2023","2",NULL,"1107","1345650"
"telangana","500072","2021","4",NULL,"1157","1344799"
"delhi","110084","2024","3",NULL,"1130","1344641"
"uttar-pradesh","201304","2024","1",NULL,"916","1344131"
"tamil-nadu","635109","2023","4",NULL,"959","1340590"
"maharashtra","421302","2021","4",NULL,"1471","1338786"
"maharashtra","421201","2024","2",NULL,"1000","1336627"
"rajasthan","302029","2023","4",NULL,"707","1335494"
"madhya-pradesh","474001","2024","4",NULL,"722","1334621"
"bihar","800020","2024","3",NULL,"948","1333497"
"telangana","500055","2023","3",NULL,"1026","1330505"
"haryana","122003","2023","4",NULL,"895","1330139"
"bihar","800001","2022","3",NULL,"1202","1329988"
"uttarakhand","248001","2022","4",NULL,"814","1328545"
"maharashtra","401208","2023","4",NULL,"1062","1326638"
"uttar-pradesh","250002","2023","1",NULL,"899","1326304"
"maharashtra","411057","2022","2",NULL,"1059","1326202"
"maharashtra","401208","2024","3",NULL,"1093","1323964"
"bihar","800020","2024","2",NULL,"903","1323457"
"tamil-nadu","600014","2024","4",NULL,"1206","1323342"
"haryana","122017","2024","3",NULL,"919","1321420"
"uttar-pradesh","201014","2024","2",NULL,"812","1320818"
"haryana","121004","2022","3",NULL,"1142","1320600"
"telangana","502032","2022","3",NULL,"1024","1315666"
"tamil-nadu","600119","2024","1",NULL,"952","1312673"
"rajasthan","302001","2024","3",NULL,"906","1312334"
"uttar-pradesh","201303","2024","3",NULL,"831","1312276"
"delhi","110053","2023","1",NULL,"1160","1311678"
"telangana","500049","2022","4",NULL,"1026","1311070"
"punjab","143001","2024","2",NULL,"770","1311020"
"maharashtra","421301","2022","1",NULL,"1149","1308996"
"tamil-nadu","600100","2023","2",NULL,"1106","1302940"
"maharashtra","411014","2022","2",NULL,"986","1301528"
"punjab","143001","2023","4",NULL,"681","1299639"
"tamil-nadu","635109","2024","1",NULL,"849","1297176"
"delhi","110059","2022","2",NULL,"1142","1297001"
"uttar-pradesh","201102","2023","3",NULL,"1152","1296477"
"rajasthan","302021","2024","2",NULL,"724","1296208"
"maharashtra","401208","2022","4",NULL,"1109","1294526"
"rajasthan","302021","2024","1",NULL,"693","1293160"
"bihar","800020","2024","4",NULL,"986","1291804"
"uttar-pradesh","201003","2024","2",NULL,"797","1287655"
"karnataka","560079","2022","2",NULL,"1199","1284375"
"maharashtra","421302","2022","2",NULL,"1191","1281753"
"tamil-nadu","635109","2024","2",NULL,"835","1281307"
"bihar","800001","2023","1",NULL,"1144","1280139"
"maharashtra","410501","2022","4",NULL,"1306","1273296"
"uttar-pradesh","201014","2023","1",NULL,"893","1273121"
"bihar","845401","2024","4",NULL,"888","1273061"
"jharkhand","826001","2024","4",NULL,"927","1272238"
"delhi","110042","2023","1",NULL,"1118","1272110"
"jharkhand","831001","2024","4",NULL,"1030","1270492"
"maharashtra","410206","2022","1",NULL,"959","1269943"
"delhi","110086","2021","4",NULL,"1220","1265728"
"karnataka","560091","2021","4",NULL,"1201","1265605"
"tamil-nadu","600014","2024","3",NULL,"1174","1261658"
"karnataka","560037","2021","4",NULL,"1077","1261421"
"gujarat","395006","2023","3",NULL,"1451","1257464"
"chhattisgarh","495001","2023","4",NULL,"772","1254786"
"rajasthan","313001","2023","4",NULL,"702","1254407"
"tamil-nadu","600097","2024","3",NULL,"877","1247560"
"maharashtra","421301","2023","2",NULL,"995","1244964"
"rajasthan","302017","2024","2",NULL,"731","1243534"
"delhi","110044","2023","2",NULL,"1089","1242189"
"jharkhand","826001","2024","3",NULL,"858","1241236"
"tamil-nadu","600116","2024","1",NULL,"991","1239624"
"haryana","124507","2023","1",NULL,"691","1238613"
"uttar-pradesh","250002","2024","3",NULL,"797","1238183"
"delhi","110042","2023","3",NULL,"1071","1238058"
"rajasthan","301019","2024","4",NULL,"846","1237866"
"uttarakhand","263139","2024","1",NULL,"682","1237728"
"rajasthan","332001","2024","2",NULL,"656","1236971"
"haryana","122002","2022","4",NULL,"1034","1234183"
"west-bengal","734001","2024","4",NULL,"890","1231954"
"uttarakhand","248001","2023","1",NULL,"741","1231807"
"karnataka","560058","2021","4",NULL,"1237","1231686"
"haryana","131001","2023","2",NULL,"784","1231515"
"punjab","143001","2023","3",NULL,"902","1230501"
"telangana","500018","2023","3",NULL,"1097","1230202"
"madhya-pradesh","486001","2024","4",NULL,"679","1225860"
"bihar","823001","2024","4",NULL,"824","1223690"
"madhya-pradesh","452001","2024","1",NULL,"765","1223173"
"jharkhand","834001","2023","2",NULL,"957","1221293"
"uttar-pradesh","201009","2022","2",NULL,"1075","1221173"
"rajasthan","301001","2024","1",NULL,"702","1220857"
"maharashtra","410501","2023","1",NULL,"1052","1220619"
"delhi","110096","2023","3",NULL,"1078","1215766"
"telangana","500084","2023","1",NULL,"822","1213810"
"madhya-pradesh","482002","2024","4",NULL,"749","1212291"
"uttarakhand","248001","2023","2",NULL,"738","1212111"
"tamil-nadu","635109","2023","3",NULL,"869","1211810"
"uttar-pradesh","201102","2023","2",NULL,"934","1210975"
"delhi","110042","2023","2",NULL,"1066","1210915"
"uttar-pradesh","201014","2023","2",NULL,"809","1209907"
"haryana","124507","2022","4",NULL,"803","1207860"
"uttar-pradesh","201003","2023","3",NULL,"886","1206840"
"uttar-pradesh","247001","2022","4",NULL,"770","1206076"
"uttar-pradesh","201014","2023","3",NULL,"873","1204097"
"rajasthan","332001","2023","4",NULL,"642","1203805"
"delhi","110043","2022","3",NULL,"880","1203191"
"haryana","124507","2023","2",NULL,"856","1203110"
"tamil-nadu","600119","2024","2",NULL,"794","1201671"
"maharashtra","400701","2024","3",NULL,"814","1197605"
"delhi","110037","2023","1",NULL,"1285","1197159"
"karnataka","560079","2021","4",NULL,"1078","1196851"
"maharashtra","410501","2023","3",NULL,"989","1195129"
"gujarat","394210","2023","3",NULL,"1247","1192187"
"tamil-nadu","600116","2022","4",NULL,"1160","1191707"
"tamil-nadu","600119","2024","4",NULL,"872","1188021"
"maharashtra","411033","2022","3",NULL,"1016","1187091"
"delhi","110086","2022","3",NULL,"1107","1185432"
"rajasthan","302006","2024","1",NULL,"724","1185325"
"tamil-nadu","600119","2024","3",NULL,"876","1183650"
"delhi","110053","2023","2",NULL,"944","1182981"
"rajasthan","313001","2024","2",NULL,"683","1182371"
"uttar-pradesh","201301","2022","1",NULL,"1052","1180961"
"tamil-nadu","600042","2024","4",NULL,"917","1178871"
"madhya-pradesh","455001","2024","1",NULL,"681","1177698"
"rajasthan","302012","2022","3",NULL,"959","1175252"
"madhya-pradesh","455001","2024","3",NULL,"606","1174795"
"madhya-pradesh","452001","2023","4",NULL,"770","1173331"
"rajasthan","302015","2024","2",NULL,"716","1168293"
"madhya-pradesh","482002","2024","3",NULL,"617","1166993"
"tamil-nadu","600056","2024","3",NULL,"849","1166893"
"punjab","140301","2024","2",NULL,"549","1166303"
"delhi","110041","2022","3",NULL,"956","1165139"
"gujarat","395010","2023","3",NULL,"1354","1163669"
"tamil-nadu","600042","2024","1",NULL,"886","1163488"
"delhi","110086","2022","1",NULL,"884","1163190"
"tamil-nadu","641602","2023","4",NULL,"963","1162419"
"uttar-pradesh","201307","2022","3",NULL,"965","1162042"
"uttar-pradesh","201318","2022","3",NULL,"902","1161980"
"rajasthan","302001","2024","2",NULL,"746","1161824"
"telangana","500050","2022","3",NULL,"937","1161040"
"tamil-nadu","600091","2024","4",NULL,"885","1159520"
"delhi","110094","2023","3",NULL,"1117","1157707"
"maharashtra","421301","2021","4",NULL,"1473","1157196"
"madhya-pradesh","455001","2024","2",NULL,"555","1156759"
"tamil-nadu","600116","2023","4",NULL,"906","1156523"
"maharashtra","400072","2023","4",NULL,"1021","1156261"
"bihar","800020","2023","3",NULL,"1198","1154873"
"west-bengal","721301","2024","3",NULL,"867","1154574"
"jharkhand","831001","2024","3",NULL,"936","1153646"
"uttar-pradesh","201003","2023","2",NULL,"787","1151564"
"tamil-nadu","600004","2024","4",NULL,"857","1150132"
"maharashtra","413002","2022","1",NULL,"1031","1149715"
"maharashtra","421301","2023","3",NULL,"925","1149583"
"gujarat","394210","2024","2",NULL,"969","1148145"
"madhya-pradesh","455001","2023","4",NULL,"607","1147117"
"maharashtra","421201","2023","2",NULL,"961","1146866"
"rajasthan","302020","2023","1",NULL,"724","1145444"
"telangana","500055","2023","2",NULL,"849","1145290"
"west-bengal","700156","2024","1",NULL,"665","1144618"
"uttar-pradesh","201304","2023","3",NULL,"841","1144595"
"rajasthan","302017","2023","4",NULL,"716","1141732"
"telangana","500090","2022","3",NULL,"814","1141691"
"telangana","500018","2023","1",NULL,"878","1141526"
"maharashtra","410501","2023","2",NULL,"944","1139942"
"jharkhand","834001","2023","1",NULL,"853","1139933"
"madhya-pradesh","452001","2024","2",NULL,"713","1139489"
"tamil-nadu","641602","2024","2",NULL,"841","1136644"
"uttar-pradesh","201102","2022","3",NULL,"984","1135447"
"haryana","121004","2022","2",NULL,"903","1132802"
"uttarakhand","263139","2024","3",NULL,"705","1131935"
"haryana","121002","2023","3",NULL,"787","1130945"
"telangana","500081","2022","2",NULL,"807","1130184"
"maharashtra","411033","2022","2",NULL,"973","1129927"
"uttar-pradesh","201301","2021","4",NULL,"1049","1126772"
"uttar-pradesh","201304","2022","4",NULL,"808","1126249"
"delhi","110094","2023","2",NULL,"920","1126020"
"rajasthan","302020","2023","2",NULL,"732","1123379"
"maharashtra","411057","2022","1",NULL,"875","1122811"
"tamil-nadu","600077","2024","4",NULL,"829","1121700"
"chhattisgarh","495001","2024","1",NULL,"746","1119346"
"tamil-nadu","600056","2024","1",NULL,"861","1119001"
"delhi","110092","2021","4",NULL,"1022","1118417"
"maharashtra","410206","2022","3",NULL,"920","1117204"
"kerala","682024","2024","4",NULL,"757","1113137"
"madhya-pradesh","452010","2023","3",NULL,"841","1113092"
"delhi","110044","2022","3",NULL,"1074","1112755"
"haryana","122001","2021","4",NULL,"1104","1111507"
"chhattisgarh","495001","2024","3",NULL,"631","1109971"
"andhra-pradesh","520007","2024","4",NULL,"858","1109088"
"kerala","682024","2024","3",NULL,"680","1108681"
"punjab","140301","2023","4",NULL,"530","1108174"
"haryana","122003","2023","1",NULL,"772","1107966"
"tamil-nadu","600052","2024","4",NULL,"837","1107470"
"chhattisgarh","497001","2024","4",NULL,"516","1107114"
"telangana","500032","2022","3",NULL,"850","1104144"
"uttar-pradesh","201014","2022","4",NULL,"884","1101334"
"punjab","143001","2024","1",NULL,"667","1101262"
"andhra-pradesh","520010","2024","4",NULL,"875","1098456"
"rajasthan","302006","2024","2",NULL,"671","1097692"
"maharashtra","413002","2024","3",NULL,"826","1097610"
"jharkhand","834001","2022","4",NULL,"901","1096797"
"gujarat","380001","2024","4",NULL,"913","1093880"
"telangana","500008","2022","2",NULL,"755","1092191"
"west-bengal","700135","2024","1",NULL,"698","1092134"
"uttarakhand","248001","2023","3",NULL,"764","1089443"
"jharkhand","834001","2022","3",NULL,"952","1088439"
"haryana","122004","2024","3",NULL,"851","1088139"
"tamil-nadu","600056","2024","2",NULL,"789","1087383"
"haryana","124001","2022","4",NULL,"732","1086393"
